Train_No,Distance,Route_Type,Start_Time,End_Time,Journey_Duration_Hours,Number_of_Stations,Number_of_Stops
22981,918,Long,1900-01-01 17:20:00,1900-01-01 10:00:00,16.666666666666668,28,27
22982,919,Long,1900-01-01 17:40:00,1900-01-01 09:50:00,16.166666666666668,28,27
22983,432,Medium,1900-01-01 06:30:00,1900-01-01 14:15:00,7.75,14,13
22989,881,Long,1900-01-01 11:45:00,1900-01-01 03:20:00,15.583333333333334,16,15
22990,881,Long,1900-01-01 13:00:00,1900-01-01 04:45:00,15.75,16,15
22991,910,Long,1900-01-01 12:45:00,1900-01-01 04:35:00,15.833333333333334,12,11
22992,910,Long,1900-01-01 12:45:00,1900-01-01 05:15:00,16.5,12,11
22993,881,Long,1900-01-01 15:25:00,1900-01-01 07:10:00,15.75,15,14
22994,881,Long,1900-01-01 19:55:00,1900-01-01 11:55:00,16.0,15,14
22995,185,Short,1900-01-01 06:20:00,1900-01-01 09:50:00,3.5,4,3
22996,185,Short,1900-01-01 20:30:00,1900-01-01 23:40:00,3.1666666666666665,4,3
23141,30,Short,1900-01-01 04:15:00,1900-01-01 05:05:00,0.8333333333333334,3,2
23142,30,Short,1900-01-01 13:35:00,1900-01-01 14:20:00,0.75,3,2
23225,109,Short,1900-01-01 12:40:00,1900-01-01 15:50:00,3.1666666666666665,11,10
23226,109,Short,1900-01-01 10:35:00,1900-01-01 14:15:00,3.6666666666666665,11,10
23345,81,Short,1900-01-01 19:35:00,1900-01-01 22:00:00,2.4166666666666665,6,5
23346,81,Short,1900-01-01 05:00:00,1900-01-01 06:55:00,1.9166666666666667,6,5
23347,204,Medium,1900-01-01 17:00:00,1900-01-01 23:00:00,6.0,11,10
23348,204,Medium,1900-01-01 03:20:00,1900-01-01 09:00:00,5.666666666666667,11,10
24041,24,Short,1900-01-01 05:35:00,1900-01-01 06:25:00,0.8333333333333334,3,2
24042,24,Short,1900-01-01 22:05:00,1900-01-01 23:00:00,0.9166666666666666,3,2
24227,349,Medium,1900-01-01 04:45:00,1900-01-01 11:35:00,6.833333333333333,15,14
24228,349,Medium,1900-01-01 16:00:00,1900-01-01 23:30:00,7.5,15,14
24369,740,Long,1900-01-01 15:55:00,1900-01-01 12:35:00,20.666666666666668,38,37
24370,740,Long,1900-01-01 12:10:00,1900-01-01 08:10:00,20.0,38,37
24887,157,Short,1900-01-01 19:10:00,1900-01-01 22:40:00,3.5,6,5
24888,157,Short,1900-01-01 04:45:00,1900-01-01 09:05:00,4.333333333333333,6,5
25013,76,Short,1900-01-01 02:20:00,1900-01-01 04:50:00,2.5,3,2
25014,76,Short,1900-01-01 22:00:00,1900-01-01 00:05:00,2.0833333333333335,3,2
25035,76,Short,1900-01-01 19:15:00,1900-01-01 20:45:00,1.5,3,2
25036,76,Short,1900-01-01 09:50:00,1900-01-01 11:45:00,1.9166666666666667,3,2
25201,58,Short,1900-01-01 22:20:00,1900-01-01 23:55:00,1.5833333333333333,6,5
25202,58,Short,1900-01-01 04:35:00,1900-01-01 05:50:00,1.25,6,5
25631,173,Short,1900-01-01 00:05:00,1900-01-01 03:15:00,3.1666666666666665,4,3
25632,172,Short,1900-01-01 03:20:00,1900-01-01 07:10:00,3.8333333333333335,4,3
25657,1358,Long,1900-01-01 06:35:00,1900-01-01 16:15:00,9.666666666666666,37,36
25658,1357,Long,1900-01-01 10:30:00,1900-01-01 19:25:00,8.916666666666666,37,36
28181,179,Short,1900-01-01 09:20:00,1900-01-01 14:15:00,4.916666666666667,14,13
28182,179,Short,1900-01-01 15:00:00,1900-01-01 19:30:00,4.5,14,13
29019,276,Medium,1900-01-01 14:05:00,1900-01-01 18:45:00,4.666666666666667,8,7
29020,276,Medium,1900-01-01 08:45:00,1900-01-01 13:40:00,4.916666666666667,8,7
30111,45,Short,1900-01-01 18:14:00,1900-01-01 20:18:00,2.066666666666667,23,22
30112,33,Short,1900-01-01 17:20:00,1900-01-01 19:07:00,1.7833333333333334,19,18
30116,25,Short,1900-01-01 09:34:00,1900-01-01 10:25:00,0.85,14,13
30121,51,Short,1900-01-01 11:00:00,1900-01-01 12:56:00,1.9333333333333333,26,25
30122,60,Short,1900-01-01 15:15:00,1900-01-01 17:28:00,2.216666666666667,29,28
30123,49,Short,1900-01-01 19:43:00,1900-01-01 21:22:00,1.65,25,24
30128,66,Short,1900-01-01 08:14:00,1900-01-01 10:41:00,2.45,32,31
30135,84,Short,1900-01-01 18:14:00,1900-01-01 20:55:00,2.683333333333333,34,33
30142,128,Short,1900-01-01 05:37:00,1900-01-01 08:50:00,3.216666666666667,42,41
30145,102,Short,1900-01-01 08:25:00,1900-01-01 11:02:00,2.6166666666666667,34,33
30152,53,Short,1900-01-01 16:18:00,1900-01-01 17:59:00,1.6833333333333333,21,20
30154,53,Short,1900-01-01 17:52:00,1900-01-01 19:27:00,1.5833333333333333,21,20
30211,9,Short,1900-01-01 10:33:00,1900-01-01 11:02:00,0.48333333333333334,8,7
30311,28,Short,1900-01-01 13:10:00,1900-01-01 14:25:00,1.25,18,17
30312,33,Short,1900-01-01 15:50:00,1900-01-01 17:22:00,1.5333333333333334,21,20
30313,33,Short,1900-01-01 20:10:00,1900-01-01 21:38:00,1.4666666666666666,21,20
30314,41,Short,1900-01-01 18:08:00,1900-01-01 19:40:00,1.5333333333333334,23,22
30317,41,Short,1900-01-01 16:33:00,1900-01-01 18:22:00,1.8166666666666667,23,22
30321,85,Short,1900-01-01 09:23:00,1900-01-01 12:30:00,3.1166666666666667,35,34
30322,77,Short,1900-01-01 05:47:00,1900-01-01 08:10:00,2.3833333333333333,34,33
30324,80,Short,1900-01-01 08:35:00,1900-01-01 11:39:00,3.066666666666667,36,35
30331,55,Short,1900-01-01 17:30:00,1900-01-01 19:34:00,2.066666666666667,27,26
30332,55,Short,1900-01-01 14:15:00,1900-01-01 16:29:00,2.2333333333333334,27,26
30333,55,Short,1900-01-01 11:48:00,1900-01-01 13:50:00,2.033333333333333,27,26
30342,87,Short,1900-01-01 06:35:00,1900-01-01 09:12:00,2.6166666666666667,28,27
30344,87,Short,1900-01-01 07:30:00,1900-01-01 10:08:00,2.6333333333333333,34,33
30346,87,Short,1900-01-01 09:50:00,1900-01-01 12:35:00,2.75,34,33
30351,37,Short,1900-01-01 10:12:00,1900-01-01 11:32:00,1.3333333333333333,17,16
30353,45,Short,1900-01-01 16:30:00,1900-01-01 17:58:00,1.4666666666666666,19,18
30357,33,Short,1900-01-01 08:56:00,1900-01-01 10:25:00,1.4833333333333334,15,14
30358,33,Short,1900-01-01 10:35:00,1900-01-01 11:47:00,1.2,15,14
30361,90,Short,1900-01-01 12:38:00,1900-01-01 15:18:00,2.6666666666666665,31,30
30411,24,Short,1900-01-01 10:40:00,1900-01-01 12:00:00,1.3333333333333333,11,10
30412,24,Short,1900-01-01 09:02:00,1900-01-01 10:05:00,1.05,11,10
30413,24,Short,1900-01-01 11:05:00,1900-01-01 12:30:00,1.4166666666666667,11,10
30414,24,Short,1900-01-01 09:35:00,1900-01-01 10:36:00,1.0166666666666666,11,10
30416,24,Short,1900-01-01 17:10:00,1900-01-01 18:11:00,1.0166666666666666,11,10
30451,24,Short,1900-01-01 18:19:00,1900-01-01 19:25:00,1.1,11,10
30452,31,Short,1900-01-01 15:25:00,1900-01-01 16:55:00,1.5,16,15
30511,30,Short,1900-01-01 08:08:00,1900-01-01 09:14:00,1.1,14,13
30552,37,Short,1900-01-01 19:08:00,1900-01-01 20:44:00,1.6,17,16
30612,46,Short,1900-01-01 17:10:00,1900-01-01 19:33:00,2.3833333333333333,24,23
30711,67,Short,1900-01-01 14:34:00,1900-01-01 16:31:00,1.95,26,25
30712,67,Short,1900-01-01 09:40:00,1900-01-01 11:46:00,2.1,26,25
31051,67,Short,1900-01-01 07:12:00,1900-01-01 09:17:00,2.0833333333333335,26,25
31053,67,Short,1900-01-01 14:05:00,1900-01-01 16:06:00,2.0166666666666666,26,25
31055,67,Short,1900-01-01 17:52:00,1900-01-01 20:00:00,2.1333333333333333,26,25
31111,154,Short,1900-01-01 08:06:00,1900-01-01 11:40:00,3.566666666666667,39,38
31112,154,Short,1900-01-01 15:50:00,1900-01-01 19:30:00,3.6666666666666665,37,36
31151,116,Short,1900-01-01 10:15:00,1900-01-01 13:03:00,2.8,35,34
31152,116,Short,1900-01-01 14:40:00,1900-01-01 17:40:00,3.0,35,34
31191,15,Short,1900-01-01 04:10:00,1900-01-01 04:40:00,0.5,7,6
31192,15,Short,1900-01-01 23:46:00,1900-01-01 00:10:00,0.4,7,6
31211,25,Short,1900-01-01 05:50:00,1900-01-01 06:30:00,0.6666666666666666,9,8
31212,25,Short,1900-01-01 06:40:00,1900-01-01 07:23:00,0.7166666666666667,9,8
31213,25,Short,1900-01-01 06:48:00,1900-01-01 07:25:00,0.6166666666666667,4,3
31214,25,Short,1900-01-01 07:40:00,1900-01-01 08:20:00,0.6666666666666666,5,4
31215,25,Short,1900-01-01 07:33:00,1900-01-01 08:10:00,0.6166666666666667,5,4
31216,25,Short,1900-01-01 08:22:00,1900-01-01 09:05:00,0.7166666666666667,9,8
31217,25,Short,1900-01-01 07:46:00,1900-01-01 08:27:00,0.6833333333333333,9,8
31218,25,Short,1900-01-01 08:35:00,1900-01-01 09:17:00,0.7,7,6
31219,25,Short,1900-01-01 08:00:00,1900-01-01 08:38:00,0.6333333333333333,9,8
31220,25,Short,1900-01-01 08:48:00,1900-01-01 09:33:00,0.75,9,8
31221,25,Short,1900-01-01 08:38:00,1900-01-01 09:18:00,0.6666666666666666,9,8
31222,25,Short,1900-01-01 09:02:00,1900-01-01 09:45:00,0.7166666666666667,9,8
31223,25,Short,1900-01-01 09:10:00,1900-01-01 09:48:00,0.6333333333333333,9,8
31224,25,Short,1900-01-01 09:57:00,1900-01-01 10:38:00,0.6833333333333333,9,8
31225,25,Short,1900-01-01 09:34:00,1900-01-01 10:14:00,0.6666666666666666,9,8
31226,25,Short,1900-01-01 10:25:00,1900-01-01 11:05:00,0.6666666666666666,9,8
31227,25,Short,1900-01-01 09:40:00,1900-01-01 10:20:00,0.6666666666666666,9,8
31228,25,Short,1900-01-01 10:32:00,1900-01-01 11:14:00,0.7,9,8
31229,25,Short,1900-01-01 10:05:00,1900-01-01 10:45:00,0.6666666666666666,9,8
31230,25,Short,1900-01-01 11:00:00,1900-01-01 11:42:00,0.7,9,8
31231,25,Short,1900-01-01 13:42:00,1900-01-01 14:22:00,0.6666666666666666,9,8
31232,25,Short,1900-01-01 14:42:00,1900-01-01 15:20:00,0.6333333333333333,9,8
31233,25,Short,1900-01-01 14:50:00,1900-01-01 15:30:00,0.6666666666666666,9,8
31234,25,Short,1900-01-01 15:45:00,1900-01-01 16:25:00,0.6666666666666666,9,8
31235,25,Short,1900-01-01 16:08:00,1900-01-01 16:48:00,0.6666666666666666,9,8
31236,25,Short,1900-01-01 18:30:00,1900-01-01 19:10:00,0.6666666666666666,9,8
31237,25,Short,1900-01-01 18:28:00,1900-01-01 19:10:00,0.7,9,8
31238,25,Short,1900-01-01 19:25:00,1900-01-01 20:05:00,0.6666666666666666,9,8
31239,25,Short,1900-01-01 18:28:00,1900-01-01 19:10:00,0.7,9,8
31240,25,Short,1900-01-01 20:27:00,1900-01-01 21:07:00,0.6666666666666666,9,8
31241,25,Short,1900-01-01 08:13:00,1900-01-01 08:52:00,0.65,9,8
31261,20,Short,1900-01-01 17:42:00,1900-01-01 18:18:00,0.6,9,8
31311,55,Short,1900-01-01 04:12:00,1900-01-01 05:43:00,1.5166666666666666,21,20
31312,55,Short,1900-01-01 05:02:00,1900-01-01 06:30:00,1.4666666666666666,21,20
31313,55,Short,1900-01-01 05:30:00,1900-01-01 07:00:00,1.5,21,20
31314,55,Short,1900-01-01 06:02:00,1900-01-01 07:30:00,1.4666666666666666,21,20
31315,55,Short,1900-01-01 06:30:00,1900-01-01 07:58:00,1.4666666666666666,21,20
31316,55,Short,1900-01-01 07:10:00,1900-01-01 08:40:00,1.5,21,20
31317,55,Short,1900-01-01 07:18:00,1900-01-01 08:48:00,1.5,21,20
31318,55,Short,1900-01-01 09:15:00,1900-01-01 10:45:00,1.5,21,20
31319,55,Short,1900-01-01 08:30:00,1900-01-01 10:00:00,1.5,21,20
31320,55,Short,1900-01-01 10:12:00,1900-01-01 11:35:00,1.3833333333333333,12,11
31321,55,Short,1900-01-01 09:20:00,1900-01-01 10:52:00,1.5333333333333334,21,20
31322,55,Short,1900-01-01 13:18:00,1900-01-01 15:06:00,1.8,21,20
31323,55,Short,1900-01-01 11:22:00,1900-01-01 12:52:00,1.5,21,20
31324,55,Short,1900-01-01 14:16:00,1900-01-01 15:45:00,1.4833333333333334,21,20
31325,55,Short,1900-01-01 12:30:00,1900-01-01 14:03:00,1.55,21,20
31326,55,Short,1900-01-01 15:20:00,1900-01-01 16:50:00,1.5,21,20
31327,55,Short,1900-01-01 13:35:00,1900-01-01 15:07:00,1.5333333333333334,21,20
31328,55,Short,1900-01-01 16:32:00,1900-01-01 18:00:00,1.4666666666666666,21,20
31329,55,Short,1900-01-01 14:40:00,1900-01-01 16:10:00,1.5,21,20
31330,55,Short,1900-01-01 17:32:00,1900-01-01 19:02:00,1.5,21,20
31331,55,Short,1900-01-01 15:35:00,1900-01-01 17:06:00,1.5166666666666666,21,20
31332,55,Short,1900-01-01 19:07:00,1900-01-01 20:35:00,1.4666666666666666,21,20
31333,55,Short,1900-01-01 16:50:00,1900-01-01 18:20:00,1.5,21,20
31334,55,Short,1900-01-01 20:02:00,1900-01-01 21:32:00,1.5,21,20
31335,55,Short,1900-01-01 18:12:00,1900-01-01 19:46:00,1.5666666666666667,21,20
31336,55,Short,1900-01-01 21:14:00,1900-01-01 22:45:00,1.5166666666666666,21,20
31337,55,Short,1900-01-01 19:10:00,1900-01-01 20:34:00,1.4,13,12
31338,55,Short,1900-01-01 22:12:00,1900-01-01 23:42:00,1.5,21,20
31339,55,Short,1900-01-01 20:10:00,1900-01-01 21:43:00,1.55,21,20
31411,40,Short,1900-01-01 04:40:00,1900-01-01 05:40:00,1.0,9,8
31412,40,Short,1900-01-01 04:05:00,1900-01-01 05:10:00,1.0833333333333333,15,14
31413,40,Short,1900-01-01 06:38:00,1900-01-01 07:42:00,1.0666666666666667,15,14
31414,40,Short,1900-01-01 04:50:00,1900-01-01 05:55:00,1.0833333333333333,15,14
31415,40,Short,1900-01-01 07:52:00,1900-01-01 08:55:00,1.05,15,14
31416,40,Short,1900-01-01 07:52:00,1900-01-01 08:58:00,1.1,15,14
31417,40,Short,1900-01-01 09:28:00,1900-01-01 10:30:00,1.0333333333333334,15,14
31418,40,Short,1900-01-01 08:30:00,1900-01-01 09:38:00,1.1333333333333333,15,14
31420,40,Short,1900-01-01 09:10:00,1900-01-01 10:13:00,1.05,15,14
31421,40,Short,1900-01-01 10:45:00,1900-01-01 11:48:00,1.05,15,14
31422,40,Short,1900-01-01 09:27:00,1900-01-01 10:30:00,1.05,15,14
31423,40,Short,1900-01-01 11:15:00,1900-01-01 12:18:00,1.05,15,14
31424,40,Short,1900-01-01 10:45:00,1900-01-01 11:50:00,1.0833333333333333,15,14
31425,40,Short,1900-01-01 12:20:00,1900-01-01 13:25:00,1.0833333333333333,15,14
31426,40,Short,1900-01-01 12:00:00,1900-01-01 13:05:00,1.0833333333333333,15,14
31427,40,Short,1900-01-01 13:07:00,1900-01-01 14:12:00,1.0833333333333333,15,14
31428,40,Short,1900-01-01 12:28:00,1900-01-01 13:32:00,1.0666666666666667,15,14
31429,40,Short,1900-01-01 13:52:00,1900-01-01 14:57:00,1.0833333333333333,15,14
31430,40,Short,1900-01-01 13:20:00,1900-01-01 14:25:00,1.0833333333333333,15,14
31431,40,Short,1900-01-01 16:02:00,1900-01-01 17:07:00,1.0833333333333333,15,14
31432,40,Short,1900-01-01 13:40:00,1900-01-01 14:42:00,1.0333333333333334,15,14
31433,40,Short,1900-01-01 16:32:00,1900-01-01 17:38:00,1.1,15,14
31434,40,Short,1900-01-01 14:50:00,1900-01-01 15:55:00,1.0833333333333333,15,14
31435,40,Short,1900-01-01 17:22:00,1900-01-01 18:27:00,1.0833333333333333,15,14
31436,40,Short,1900-01-01 17:22:00,1900-01-01 18:25:00,1.05,15,14
31437,40,Short,1900-01-01 18:05:00,1900-01-01 19:10:00,1.0833333333333333,15,14
31438,40,Short,1900-01-01 19:20:00,1900-01-01 20:24:00,1.0666666666666667,15,14
31439,40,Short,1900-01-01 18:35:00,1900-01-01 19:39:00,1.0666666666666667,15,14
31440,40,Short,1900-01-01 19:47:00,1900-01-01 20:48:00,1.0166666666666666,15,14
31441,40,Short,1900-01-01 19:42:00,1900-01-01 20:45:00,1.05,15,14
31442,40,Short,1900-01-01 20:15:00,1900-01-01 21:20:00,1.0833333333333333,15,14
31443,40,Short,1900-01-01 20:52:00,1900-01-01 21:55:00,1.05,15,14
31444,40,Short,1900-01-01 21:08:00,1900-01-01 22:13:00,1.0833333333333333,15,14
31445,40,Short,1900-01-01 21:20:00,1900-01-01 22:25:00,1.0833333333333333,15,14
31446,40,Short,1900-01-01 21:32:00,1900-01-01 22:35:00,1.05,15,14
31447,40,Short,1900-01-01 22:22:00,1900-01-01 23:27:00,1.0833333333333333,15,14
31448,40,Short,1900-01-01 22:08:00,1900-01-01 23:12:00,1.0666666666666667,15,14
31449,40,Short,1900-01-01 23:15:00,1900-01-01 00:18:00,1.05,15,14
31450,40,Short,1900-01-01 23:15:00,1900-01-01 00:20:00,1.0833333333333333,15,14
31451,40,Short,1900-01-01 23:15:00,1900-01-01 00:18:00,1.05,15,14
31471,35,Short,1900-01-01 07:15:00,1900-01-01 08:12:00,0.95,15,14
31511,96,Short,1900-01-01 04:35:00,1900-01-01 06:55:00,2.3333333333333335,29,28
31512,96,Short,1900-01-01 03:22:00,1900-01-01 05:40:00,2.3,28,27
31513,96,Short,1900-01-01 06:00:00,1900-01-01 08:15:00,2.25,28,27
31514,96,Short,1900-01-01 04:46:00,1900-01-01 07:05:00,2.316666666666667,29,28
31515,96,Short,1900-01-01 07:25:00,1900-01-01 09:42:00,2.283333333333333,29,28
31516,96,Short,1900-01-01 05:52:00,1900-01-01 08:07:00,2.25,29,28
31517,96,Short,1900-01-01 08:50:00,1900-01-01 11:08:00,2.3,29,28
31518,96,Short,1900-01-01 07:28:00,1900-01-01 09:40:00,2.2,25,24
31519,96,Short,1900-01-01 10:32:00,1900-01-01 12:50:00,2.3,27,26
31520,96,Short,1900-01-01 08:37:00,1900-01-01 10:52:00,2.25,28,27
31521,96,Short,1900-01-01 11:35:00,1900-01-01 13:58:00,2.3833333333333333,29,28
31522,96,Short,1900-01-01 10:05:00,1900-01-01 12:22:00,2.283333333333333,29,28
31523,96,Short,1900-01-01 13:00:00,1900-01-01 15:20:00,2.3333333333333335,27,26
31524,96,Short,1900-01-01 11:30:00,1900-01-01 13:42:00,2.2,28,27
31525,96,Short,1900-01-01 14:20:00,1900-01-01 16:38:00,2.3,28,27
31526,96,Short,1900-01-01 13:12:00,1900-01-01 15:32:00,2.3333333333333335,29,28
31527,96,Short,1900-01-01 15:45:00,1900-01-01 18:05:00,2.3333333333333335,29,28
31528,96,Short,1900-01-01 14:27:00,1900-01-01 16:40:00,2.216666666666667,27,26
31529,96,Short,1900-01-01 16:57:00,1900-01-01 19:18:00,2.35,29,28
31530,96,Short,1900-01-01 15:40:00,1900-01-01 17:55:00,2.25,29,28
31531,96,Short,1900-01-01 17:52:00,1900-01-01 20:00:00,2.1333333333333333,23,22
31532,96,Short,1900-01-01 17:10:00,1900-01-01 19:25:00,2.25,29,28
31533,96,Short,1900-01-01 18:50:00,1900-01-01 21:10:00,2.3333333333333335,27,26
31534,96,Short,1900-01-01 18:28:00,1900-01-01 20:45:00,2.283333333333333,24,23
31535,96,Short,1900-01-01 19:50:00,1900-01-01 22:10:00,2.3333333333333335,27,26
31536,96,Short,1900-01-01 19:52:00,1900-01-01 22:05:00,2.216666666666667,26,25
31537,96,Short,1900-01-01 20:45:00,1900-01-01 23:03:00,2.3,28,27
31538,96,Short,1900-01-01 20:55:00,1900-01-01 23:15:00,2.3333333333333335,28,27
31539,96,Short,1900-01-01 21:50:00,1900-01-01 00:05:00,2.25,28,27
31540,96,Short,1900-01-01 21:30:00,1900-01-01 23:50:00,2.3333333333333335,27,26
31541,96,Short,1900-01-01 22:40:00,1900-01-01 00:55:00,2.25,28,27
31542,96,Short,1900-01-01 22:45:00,1900-01-01 00:58:00,2.216666666666667,27,26
31571,35,Short,1900-01-01 05:47:00,1900-01-01 06:52:00,1.0833333333333333,6,5
31584,15,Short,1900-01-01 07:02:00,1900-01-01 07:40:00,0.6333333333333333,2,1
31585,15,Short,1900-01-01 08:35:00,1900-01-01 09:13:00,0.6333333333333333,2,1
31586,15,Short,1900-01-01 09:25:00,1900-01-01 10:02:00,0.6166666666666667,2,1
31601,76,Short,1900-01-01 17:52:00,1900-01-01 19:40:00,1.8,24,23
31602,76,Short,1900-01-01 07:45:00,1900-01-01 09:26:00,1.6833333333333333,24,23
31611,76,Short,1900-01-01 05:05:00,1900-01-01 06:55:00,1.8333333333333333,23,22
31612,76,Short,1900-01-01 04:20:00,1900-01-01 06:05:00,1.75,24,23
31613,76,Short,1900-01-01 05:37:00,1900-01-01 07:25:00,1.8,24,23
31614,76,Short,1900-01-01 06:05:00,1900-01-01 07:50:00,1.75,24,23
31615,76,Short,1900-01-01 06:20:00,1900-01-01 08:10:00,1.8333333333333333,24,23
31616,76,Short,1900-01-01 07:20:00,1900-01-01 09:10:00,1.8333333333333333,24,23
31617,76,Short,1900-01-01 08:00:00,1900-01-01 09:48:00,1.8,24,23
31618,76,Short,1900-01-01 07:30:00,1900-01-01 09:10:00,1.6666666666666667,11,10
31619,76,Short,1900-01-01 09:50:00,1900-01-01 11:28:00,1.6333333333333333,12,11
31620,76,Short,1900-01-01 08:35:00,1900-01-01 10:18:00,1.7166666666666666,20,19
31621,76,Short,1900-01-01 11:45:00,1900-01-01 13:37:00,1.8666666666666667,24,23
31622,76,Short,1900-01-01 10:12:00,1900-01-01 11:58:00,1.7666666666666666,24,23
31623,76,Short,1900-01-01 15:00:00,1900-01-01 16:48:00,1.8,23,22
31624,76,Short,1900-01-01 12:50:00,1900-01-01 14:36:00,1.7666666666666666,24,23
31625,76,Short,1900-01-01 16:25:00,1900-01-01 18:12:00,1.7833333333333334,16,15
31626,76,Short,1900-01-01 15:30:00,1900-01-01 17:02:00,1.5333333333333334,10,9
31627,76,Short,1900-01-01 20:25:00,1900-01-01 22:15:00,1.8333333333333333,24,23
31628,76,Short,1900-01-01 17:25:00,1900-01-01 19:10:00,1.75,21,20
31629,76,Short,1900-01-01 21:40:00,1900-01-01 23:28:00,1.8,24,23
31630,76,Short,1900-01-01 18:42:00,1900-01-01 20:30:00,1.8,23,22
31631,76,Short,1900-01-01 22:50:00,1900-01-01 00:38:00,1.8,24,23
31632,76,Short,1900-01-01 19:25:00,1900-01-01 21:15:00,1.8333333333333333,24,23
31633,76,Short,1900-01-01 23:40:00,1900-01-01 01:28:00,1.8,24,23
31634,76,Short,1900-01-01 20:08:00,1900-01-01 21:55:00,1.7833333333333334,24,23
31636,76,Short,1900-01-01 21:37:00,1900-01-01 23:25:00,1.8,23,22
31711,35,Short,1900-01-01 05:00:00,1900-01-01 05:42:00,0.7,10,9
31712,35,Short,1900-01-01 04:05:00,1900-01-01 04:47:00,0.7,9,8
31713,35,Short,1900-01-01 12:32:00,1900-01-01 13:12:00,0.6666666666666666,6,5
31714,35,Short,1900-01-01 11:40:00,1900-01-01 12:20:00,0.6666666666666666,6,5
31721,26,Short,1900-01-01 04:42:00,1900-01-01 05:11:00,0.48333333333333334,6,5
31722,26,Short,1900-01-01 07:58:00,1900-01-01 08:32:00,0.5666666666666667,6,5
31723,26,Short,1900-01-01 06:05:00,1900-01-01 06:38:00,0.55,6,5
31724,26,Short,1900-01-01 20:44:00,1900-01-01 21:15:00,0.5166666666666667,5,4
31725,26,Short,1900-01-01 22:20:00,1900-01-01 22:50:00,0.5,7,6
31726,26,Short,1900-01-01 23:25:00,1900-01-01 23:58:00,0.55,7,6
31741,43,Short,1900-01-01 04:42:00,1900-01-01 05:32:00,0.8333333333333334,13,12
31742,43,Short,1900-01-01 06:22:00,1900-01-01 07:12:00,0.8333333333333334,13,12
31743,43,Short,1900-01-01 05:27:00,1900-01-01 06:14:00,0.7833333333333333,10,9
31744,43,Short,1900-01-01 07:38:00,1900-01-01 08:28:00,0.8333333333333334,13,12
31745,43,Short,1900-01-01 07:30:00,1900-01-01 08:20:00,0.8333333333333334,13,12
31746,43,Short,1900-01-01 09:52:00,1900-01-01 10:45:00,0.8833333333333333,13,12
31747,43,Short,1900-01-01 08:50:00,1900-01-01 09:40:00,0.8333333333333334,13,12
31748,43,Short,1900-01-01 11:55:00,1900-01-01 12:48:00,0.8833333333333333,13,12
31749,43,Short,1900-01-01 10:53:00,1900-01-01 11:47:00,0.9,13,12
31750,43,Short,1900-01-01 16:30:00,1900-01-01 17:20:00,0.8333333333333334,13,12
31751,43,Short,1900-01-01 13:40:00,1900-01-01 14:30:00,0.8333333333333334,13,12
31752,43,Short,1900-01-01 17:30:00,1900-01-01 18:20:00,0.8333333333333334,13,12
31753,43,Short,1900-01-01 15:20:00,1900-01-01 16:10:00,0.8333333333333334,13,12
31754,43,Short,1900-01-01 18:30:00,1900-01-01 19:20:00,0.8333333333333334,13,12
31755,43,Short,1900-01-01 17:50:00,1900-01-01 18:40:00,0.8333333333333334,13,12
31756,43,Short,1900-01-01 20:50:00,1900-01-01 21:40:00,0.8333333333333334,13,12
31757,43,Short,1900-01-01 19:45:00,1900-01-01 20:35:00,0.8333333333333334,13,12
31758,43,Short,1900-01-01 21:58:00,1900-01-01 22:47:00,0.8166666666666667,13,12
31765,154,Short,1900-01-01 05:00:00,1900-01-01 08:15:00,3.25,25,24
31766,153,Short,1900-01-01 08:25:00,1900-01-01 11:45:00,3.3333333333333335,25,24
31767,154,Short,1900-01-01 07:35:00,1900-01-01 10:50:00,3.25,29,28
31768,153,Short,1900-01-01 03:25:00,1900-01-01 06:55:00,3.5,27,26
31770,153,Short,1900-01-01 11:55:00,1900-01-01 15:35:00,3.6666666666666665,29,28
31771,154,Short,1900-01-01 17:05:00,1900-01-01 20:20:00,3.25,28,27
31772,153,Short,1900-01-01 19:30:00,1900-01-01 23:03:00,3.55,29,28
31781,20,Short,1900-01-01 08:15:00,1900-01-01 08:42:00,0.45,6,5
31782,19,Short,1900-01-01 08:58:00,1900-01-01 09:25:00,0.45,6,5
31783,20,Short,1900-01-01 13:05:00,1900-01-01 13:32:00,0.45,5,4
31784,19,Short,1900-01-01 10:46:00,1900-01-01 11:15:00,0.48333333333333334,5,4
31786,19,Short,1900-01-01 14:07:00,1900-01-01 14:35:00,0.4666666666666667,5,4
31801,102,Short,1900-01-01 17:05:00,1900-01-01 19:29:00,2.4,29,28
31802,102,Short,1900-01-01 08:42:00,1900-01-01 11:00:00,2.3,29,28
31811,102,Short,1900-01-01 03:20:00,1900-01-01 05:48:00,2.466666666666667,29,28
31812,102,Short,1900-01-01 04:20:00,1900-01-01 06:45:00,2.4166666666666665,29,28
31813,102,Short,1900-01-01 05:20:00,1900-01-01 07:42:00,2.3666666666666667,30,29
31814,102,Short,1900-01-01 05:00:00,1900-01-01 07:12:00,2.2,22,21
31815,102,Short,1900-01-01 06:10:00,1900-01-01 08:34:00,2.4,29,28
31816,102,Short,1900-01-01 06:07:00,1900-01-01 08:27:00,2.3333333333333335,29,28
31817,102,Short,1900-01-01 06:55:00,1900-01-01 09:22:00,2.45,30,29
31818,102,Short,1900-01-01 07:04:00,1900-01-01 09:22:00,2.3,25,24
